# "Timestep" "MSD"
100000 0 
101000 0.22839051511796624 
102000 0.1927441773260543 
103000 0.25468669669796307 
104000 0.2614823958091525 
105000 0.27478109274193874 
106000 0.2557323236456369 
107000 0.2133499231396718 
108000 0.170178880223225 
109000 0.34363818151841174 
110000 0.32407936065408893 
111000 0.2905940029782958 
112000 0.28259433123212707 
113000 0.2511776750432137 
114000 0.2323811625844111 
115000 0.3824303738235329 
116000 0.282241180240866 
117000 0.22369959445070742 
118000 0.249296679338073 
119000 0.25631486399128867 
120000 0.2800595849746461 
121000 0.27393848554333505 
122000 0.2401858554782256 
123000 0.36610174087376607 
124000 0.23357762353934697 
125000 0.260181911703443 
126000 0.25112647764471024 
127000 0.22541269166882053 
128000 0.21478375636357536 
129000 0.23212016677135047 
130000 0.2583702741850382 
131000 0.3186177761085565 
132000 0.19521978722589173 
133000 0.2878873604554302 
134000 0.2800943373261015 
135000 0.30177490536063106 
136000 0.26587326537399775 
137000 0.28233501293845675 
138000 0.2929378406358372 
139000 0.33083346031612704 
140000 0.351497180313664 
141000 0.30817715544057117 
142000 0.29022105868791653 
143000 0.3236568216530082 
144000 0.36027319050637585 
145000 0.3144500563334535 
146000 0.28595312986576643 
147000 0.27668046400174817 
148000 0.3416229956070098 
149000 0.32742579957851575 
150000 0.3502178620623908 
151000 0.28482557198794345 
152000 0.2400378243958042 
153000 0.28454756166414524 
154000 0.28544238396622007 
155000 0.2889697207985271 
156000 0.23862149477259212 
157000 0.2741717815080484 
158000 0.28693669068845035 
159000 0.3122669674119044 
160000 0.33494637959240725 
161000 0.27745580852550406 
162000 0.3011260014026909 
163000 0.24884464709761855 
164000 0.2769572742930702 
165000 0.29578936881078854 
166000 0.2904740648135444 
167000 0.22901611566849855 
168000 0.3569600147918481 
169000 0.3072180272425668 
170000 0.30912659679326454 
171000 0.3637385121557734 
172000 0.3464314710465062 
173000 0.3166935072034274 
174000 0.2642924297866754 
175000 0.2639084274952599 
176000 0.31323046388697723 
177000 0.28897053508512444 
178000 0.28705485182803825 
179000 0.26902527600661236 
180000 0.3292910140474565 
181000 0.2782432882248176 
182000 0.2708338386566387 
183000 0.3160541750472553 
184000 0.25015369636220663 
185000 0.27801539182817064 
186000 0.26211576748085963 
187000 0.216611764251239 
188000 0.3136810752672234 
189000 0.3080975145469539 
190000 0.30176737705093765 
191000 0.26698197569138066 
192000 0.28099773608624834 
193000 0.40737843542954527 
194000 0.29277813347567605 
195000 0.3456108940112785 
196000 0.2620919857463364 
197000 0.21026309255707223 
198000 0.2696005537477473 
199000 0.19287793753389293 
200000 0.2304810030928478 
201000 0.28506045642716377 
202000 0.29415239299004214 
203000 0.2657402742782923 
204000 0.32608020172949664 
