# "Timestep" "MSD"
100000 0 
101000 0.2845770500800304 
102000 0.2354791168481345 
103000 0.3259301257852403 
104000 0.27662025316206834 
105000 0.28017277982756894 
106000 0.28609037702394435 
107000 0.26731303200528284 
108000 0.2707747844355878 
109000 0.39735048934171635 
110000 0.5602302022559726 
111000 0.4582866565116507 
112000 0.48963885785248334 
113000 0.418319440897231 
114000 0.4486322272167922 
115000 0.5659020724995211 
116000 0.622582790093226 
117000 0.5998357360486953 
118000 0.5994302631181103 
119000 0.5405136087365575 
120000 0.5828916534431771 
121000 0.5218653938143015 
122000 0.6297949184021068 
123000 0.6002691291895478 
124000 0.5913304459178974 
125000 0.5803506987520812 
126000 0.5413280181134149 
127000 0.5908180394669255 
128000 0.5712610699775655 
129000 0.5430274890667084 
130000 0.533875716383539 
131000 0.6235541086914639 
132000 0.7116928034163074 
133000 0.7231613465569162 
134000 0.8055495187434605 
135000 0.8858100339196155 
136000 0.7778584842245155 
137000 0.8974676919524803 
138000 0.8945335589424298 
139000 0.9575491945851854 
140000 0.9328264161005363 
141000 1.0445942771660142 
142000 1.1614064720907133 
143000 1.0922053362103816 
144000 0.984615676825075 
145000 1.098353564093275 
146000 1.0832140396504712 
147000 1.0766288972450608 
148000 1.1419824503235463 
149000 1.131279396116693 
150000 1.068601220385953 
151000 1.1224904375657936 
152000 1.0900588056493765 
153000 1.1827601153576084 
154000 1.2167342903909315 
155000 1.093585277422386 
156000 1.1002989886477128 
157000 1.0521534440831977 
158000 1.0427016018312378 
159000 1.0571509623069064 
160000 1.1075100011083534 
161000 1.1112022127022714 
162000 1.1665115698487611 
163000 1.1119051561377185 
164000 1.0768319090119576 
165000 1.2442073814955703 
166000 1.2919069735374744 
167000 1.2021172695571591 
168000 1.2995772576321831 
169000 1.2604666139367893 
170000 1.3456905649376416 
171000 1.3828801503440262 
172000 1.3149651318416127 
173000 1.3139351742082153 
174000 1.3100320032683102 
175000 1.2940989098721585 
176000 1.3595878464664795 
177000 1.3151465945845897 
178000 1.3483129708408625 
179000 1.2997307985310185 
180000 1.3360390414261618 
181000 1.1825223152980755 
182000 1.2290071992591338 
183000 1.2853305799465022 
184000 1.2818476338746634 
185000 1.2330947031660366 
186000 1.266877580016996 
187000 1.1984022227843358 
188000 1.315408862539683 
189000 1.298781125258639 
190000 1.2311178934529319 
191000 1.2050446358089961 
192000 1.1749803514360848 
193000 1.205050356932961 
194000 1.187255474767381 
195000 1.1900061468484469 
196000 1.2168867018177398 
197000 1.2470082327005074 
198000 1.2039361296138584 
199000 1.1342069163207358 
200000 1.2783025007089313 
201000 1.2342428894839441 
202000 1.5393938725917464 
203000 1.5002492849691795 
204000 1.4942950256300054 
205000 1.448093356435818 
206000 1.4227309815912192 
207000 1.568302506939809 
208000 1.5014072283247673 
209000 1.5115793516527227 
210000 1.4080326818281421 
211000 1.4757054613715703 
212000 1.4910583959149288 
213000 1.4659331467741001 
214000 1.6264665790139137 
215000 1.5137300098971551 
216000 1.5169212184777487 
217000 1.405693103288963 
218000 1.4963389700765326 
219000 1.5565533243488305 
220000 1.4701726554442536 
221000 1.3977965428603472 
222000 1.5414312300375113 
223000 1.4904628921121397 
224000 1.6114969551199418 
225000 1.593007364881726 
226000 1.4643959756702196 
227000 1.497404158570115 
228000 1.5505861189131203 
229000 1.6090552793437614 
230000 1.6471019173986994 
231000 1.611830970480537 
232000 1.6165406606209491 
233000 1.493836608938126 
234000 1.4908017542096732 
235000 1.4638985243249234 
236000 1.445389644653212 
237000 1.6580966325766382 
238000 1.610745178969966 
239000 1.5598847377959166 
240000 1.5824774900512462 
241000 1.5196400481126213 
242000 1.597236690366719 
243000 1.5943065814655097 
244000 1.701185789684881 
245000 1.7437755117413234 
246000 1.7856727542190474 
247000 1.6813973004415312 
248000 1.825541586035559 
249000 1.7938688804144551 
250000 2.006773699975896 
251000 1.8111594144913505 
252000 1.9101728303031318 
253000 1.9490373771817846 
254000 1.931418085929928 
255000 1.8589380802773494 
256000 1.8673057951552112 
257000 1.9092318019612275 
258000 1.8941755106934033 
259000 1.8730676756842073 
260000 1.7508856127631816 
261000 1.8078910319239585 
262000 1.8723511682335254 
263000 1.832089066361544 
264000 1.8246223270431239 
265000 1.7952628523790526 
266000 1.8579839440604615 
267000 1.8807864795666613 
268000 1.9519606993757004 
269000 1.7846893253709624 
270000 1.8333587389887 
271000 1.87594770646261 
272000 1.9211609361289774 
273000 1.9172532197814889 
274000 1.8406998984439595 
275000 1.8136317847712164 
276000 1.852636601820589 
277000 1.8675229710722314 
278000 1.8885909686796578 
279000 1.853058380915396 
280000 1.9457213926818033 
281000 1.7704274661036585 
282000 1.974249389154654 
283000 2.07655975824178 
284000 2.1691572704138973 
285000 2.3454080564562427 
286000 2.2473492807644244 
287000 2.0381178640976203 
288000 2.1008565530106833 
289000 2.0932101300836243 
290000 2.180427830135269 
291000 2.002739713169321 
292000 2.009240351162483 
293000 2.051797163796863 
294000 1.9711958604554904 
295000 2.1194594164119525 
296000 2.0245956839846264 
297000 1.987179125038844 
298000 2.216311487762652 
299000 2.182183881095741 
300000 2.2341330832501765 
301000 2.2193412513031654 
302000 2.0985157777975743 
303000 2.1652316380110803 
304000 2.1245248474713705 
305000 2.3062942827277935 
306000 2.123105926099505 
307000 2.116385079081658 
308000 2.1369919822028205 
309000 2.2518293946470456 
310000 2.2262822747831543 
311000 2.491813754109902 
312000 2.425340691301137 
313000 2.540607447240948 
314000 2.4186555214856833 
315000 2.5270178639408702 
316000 2.616911667436543 
317000 2.57001046945559 
318000 2.492009029333624 
319000 2.4727105866227217 
320000 2.54923938532481 
321000 2.5256807311755827 
322000 2.5648077562008025 
323000 2.4882207454841825 
324000 2.605589219619554 
325000 2.5532459467545037 
326000 2.552462183409158 
327000 2.5894615038674518 
328000 2.6433696806586053 
329000 2.558643887833422 
330000 2.455572920639371 
331000 2.5472248068524084 
332000 2.4829129108425754 
333000 2.5078189714397494 
334000 2.5423972140365994 
335000 2.622699899620177 
336000 2.6894253909703076 
337000 2.6986156556420235 
338000 2.5025975064741286 
339000 2.472948412948453 
340000 2.5327520029646466 
341000 2.473526718891783 
342000 2.3340789722048627 
343000 2.5830174270744886 
344000 2.520888448458806 
345000 2.3783779177420326 
346000 2.6177759688477993 
347000 2.7002690169649766 
348000 2.583146214030271 
349000 2.6744949806534475 
350000 2.6639259048343122 
351000 2.7900593789926913 
352000 2.790819758426719 
353000 2.6934152901884363 
354000 2.6265845074433574 
355000 2.7393574479553413 
356000 2.639755143822599 
357000 2.7793145628378326 
358000 2.827337461043425 
359000 2.796481965832346 
360000 2.615938345470343 
361000 2.6092652853192844 
362000 2.7469917489804097 
363000 2.5471966637802788 
364000 2.688835002599711 
365000 2.584291714810316 
366000 2.8724642489487144 
367000 2.849547633134356 
368000 2.806572544823198 
369000 2.731281517587943 
370000 2.776894663211191 
371000 2.736137485432665 
372000 2.8701805916647603 
373000 2.8599979659743666 
374000 2.8974168101007223 
375000 2.991354027346963 
376000 3.0277612749614327 
377000 3.0579808408813274 
378000 2.8860907639742335 
379000 3.064431483762376 
380000 3.006470485345018 
381000 3.0484179388998633 
382000 3.01601529422812 
383000 3.085752454505556 
384000 3.0920164059779385 
385000 3.0884887928910243 
386000 3.071406186328417 
387000 3.0981029431835427 
388000 3.1063223037412295 
389000 3.196144655868756 
390000 3.0987280105618424 
391000 3.0875692042338305 
392000 3.0835836683299367 
393000 3.1636915614824557 
394000 3.1224403597693007 
395000 3.142104891745144 
396000 3.1786122473978673 
397000 3.148133874739857 
398000 3.272303795229114 
399000 3.150145052039217 
400000 3.200595123906813 
401000 3.2120580450072604 
402000 3.1772511300590693 
403000 3.418393620245596 
404000 3.4130400014435938 
405000 3.456479029287298 
406000 3.3636389075541877 
407000 3.426220874341465 
408000 3.2806696458248314 
409000 3.3319516251919357 
410000 3.3692684412124634 
411000 3.358170977960129 
412000 3.336510668398732 
413000 3.3004269102010317 
414000 3.29333778960497 
415000 3.4355237334032105 
416000 3.361893416793128 
417000 3.348248301921098 
418000 3.4816804383837923 
419000 3.4200682218277194 
420000 3.424088124031496 
421000 3.472625638594486 
422000 3.4828042663309557 
423000 3.3880998511808524 
424000 3.5448158807466963 
425000 3.439126512573579 
426000 3.4199811078244777 
427000 3.4477241202007507 
428000 3.5598832398269655 
429000 3.4843084840255685 
430000 3.5935394501659275 
431000 3.647969687527052 
432000 3.5192971533637905 
433000 3.51273549968626 
434000 3.5019482202264687 
435000 3.423002788409778 
436000 3.5581824620823035 
437000 3.515494326211389 
438000 3.479870195266171 
439000 3.567824954679558 
440000 3.5655426737447415 
441000 3.457217304564177 
442000 3.4721482573047355 
443000 3.5769084866460563 
444000 3.481297621514194 
445000 3.6758768671188995 
446000 3.7843803756159837 
447000 3.684799897776831 
448000 3.80540233716049 
449000 4.002543821535076 
450000 3.785213742931063 
451000 4.006328810346512 
452000 3.938206608281584 
453000 4.272757107871957 
454000 4.207226101412099 
455000 4.2511843162003355 
456000 4.259266396755923 
457000 4.184624461296509 
458000 4.269298807534272 
459000 4.254391306510908 
460000 4.20491052793094 
461000 4.254083290668551 
462000 4.342369267098044 
463000 4.402563062319749 
464000 4.204212496399293 
465000 4.164509411463085 
466000 4.353882559472963 
467000 4.339323821724453 
468000 4.354403966230788 
469000 4.49069042026972 
470000 4.42772034109813 
471000 4.3199262739376945 
472000 4.548543658351971 
473000 4.5076693703622235 
474000 4.396816109954366 
475000 4.508662881038663 
476000 4.43158556475113 
477000 4.378129989019726 
478000 4.475014237142465 
479000 4.463327618845062 
480000 4.376557957308541 
481000 4.537223968204442 
482000 4.626298819908856 
483000 4.452711012459447 
484000 4.520464895324021 
485000 4.527502435262437 
486000 4.457447713816068 
487000 4.405682355419077 
488000 4.625624111855713 
489000 4.560732452733456 
